Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine ciblé,Domaine,Code de la discipline,Discipline,Code du secteur disciplinaire,Secteur disciplinaire,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Taux de chômage national
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_01,Chimie,74,90,58,56,51,96,1900,29600,1600,2190,28,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_01,Chimie,92,97,68,50,80,99,2150,33500,1840,2580,30,6.9
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences fondamentales>Chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_01,Chimie,91,97,66,55,80,98,2110,33000,1800,2400,31,7.8
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_01,Chimie,91,96,72,53,79,98,2120,33100,1800,2490,28,7.8
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_01,Chimie,87,95,61,59,71,97,1910,29800,1600,2300,29,9.7
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_02,Physique,91,95,80,48,80,98,2010,31400,1700,2300,35,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_02,Physique,82,93,78,50,71,95,2000,31200,1700,2230,33,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_02,Physique,91,98,91,61,87,98,2400,37400,2140,2670,30,6.9
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences fondamentales>Physique",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_02,Physique,92,98,88,63,88,95,2530,39500,ns,ns,35,6.9
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_02,Physique,91,96,86,43,84,97,2170,33800,1950,2420,29,8.6
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_02,Physique,89,96,85,46,86,98,2080,32400,1900,2450,33,8.5
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_02,Physique,83,95,84,43,72,95,2050,32000,1800,2270,29,8.6
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,89,98,89,59,70,97,2100,32800,1860,2320,36,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,91,ns,ns,ns,ns,ns,ns,ns,ns,ns,42,9.3
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,95,94,78,66,65,97,ns,ns,ns,ns,45,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,86,ns,ns,66,ns,ns,ns,ns,ns,ns,45,9.3
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,82,100,84,78,51,ns,ns,ns,ns,ns,42,8.5
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,91,100,61,48,61,100,ns,ns,ns,ns,19,6.9
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,91,98,83,77,83,98,2160,33700,ns,ns,39,8.6
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,91,100,88,60,81,96,2200,34300,ns,ns,34,7.8
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences fondamentales>Physique et chimie",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_03,Physique et chimie,83,ns,ns,82,ns,ns,ns,ns,ns,ns,40,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_04,Mathématiques,90,95,89,47,76,99,2170,33800,1880,2650,35,9.9
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_04,Mathématiques,94,98,96,48,82,99,2480,38700,2050,3000,30,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_04,Mathématiques,92,97,87,45,77,99,2170,33800,1860,2740,29,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_04,Mathématiques,89,96,89,46,80,98,2500,40600,2110,3000,31,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_04,Mathématiques,87,98,94,47,79,99,2450,43200,2150,2930,28,6.9
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_04,Mathématiques,98,97,95,43,90,100,2880,44900,2400,3490,24,8.5
2013-01-01,MASTER LMD,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),90,90,69,43,79,96,2050,32000,1700,2470,27,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),85,87,64,43,68,95,1920,29900,1600,2260,27,9.9
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),91,90,71,44,78,96,2070,32300,1730,2500,28,9.3
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),89,88,64,43,67,94,1950,30400,1600,2300,31,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),86,78,49,41,54,89,1700,26500,1410,2000,31,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),93,89,64,42,75,94,2060,32100,1760,2500,33,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement),87,90,69,43,73,95,2100,34600,1780,2480,29,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),93,91,68,43,78,95,2180,33900,1810,2600,31,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement),87,87,62,42,66,93,1970,32600,1630,2310,32,7.2
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),91,86,62,43,75,94,1980,30900,1620,2380,30,8.6
2012-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement)>Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane)>Ensemble Masters LMD (hors Masters enseignement),ALL,0,Ensemble Masters LMD (hors Masters enseignement),disc00,Ensemble Masters LMD (hors Masters enseignement et hors Dauphine et Antilles-Guyane),disc00,Ensemble Masters LMD (hors Masters enseignement),89,85,60,45,73,93,1900,29600,1570,2280,29,10.1
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",92,87,58,42,68,97,1920,30000,1600,2260,27,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",87,85,59,40,71,97,1990,31000,1600,2330,23,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",87,79,51,39,65,96,1850,28900,1500,2200,24,9.9
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",95,93,74,44,86,99,2440,38100,2050,2930,23,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",89,90,68,43,77,98,2180,36900,1830,2560,24,7.2
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",93,90,69,44,83,98,2230,34700,1850,2680,23,8.6
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",disc01,"Ensemble formations juridiques, économiques et de gestion",89,86,62,44,72,98,2000,31300,1700,2410,23,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,86,78,50,39,58,92,1700,26500,1410,2130,27,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,86,83,58,41,60,93,1900,29600,1500,2300,24,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,91,89,66,41,76,97,2060,32100,1700,2520,24,9.9
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,91,87,57,40,64,96,1850,28900,1600,2200,31,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,91,88,61,41,65,96,1920,29900,1610,2290,30,7.8
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,94,92,67,44,78,98,2080,32500,1740,2510,30,7.8
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,94,91,64,44,78,98,2000,31200,1700,2400,31,7.8
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,91,88,66,48,78,97,2140,33400,1750,2700,24,8.6
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,94,89,62,42,78,97,1970,30700,1660,2350,29,8.5
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Droit>Sciences juridiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_01,Sciences juridiques,88,83,58,48,61,95,1900,29600,1550,2300,24,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Droit>Sciences politiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_02,Sciences politiques,76,76,54,41,47,88,1700,26500,1370,2000,27,9.9
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Droit>Sciences politiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_02,Sciences politiques,80,77,57,40,44,88,1800,28100,1480,2200,26,9.3
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Droit>Sciences politiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_02,Sciences politiques,90,91,77,46,55,95,2100,32800,1800,2500,32,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Droit>Sciences politiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_02,Sciences politiques,84,83,68,42,52,94,2000,31200,1700,2330,30,8.5
2018-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Droit>Sciences politiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_02,Sciences politiques,90,93,76,51,60,96,2240,34900,1870,2640,30,7.8
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Droit>Sciences politiques",DEG,0,"Droit, économie et gestion",disc02,Droit,disc02_02,Sciences politiques,79,79,59,38,48,92,1770,27600,1460,2170,24,10.1
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,84,83,60,40,68,97,2000,31200,1660,2330,25,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,89,82,52,38,71,95,1870,29100,1520,2280,30,9.9
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,92,86,59,43,68,96,2050,32000,1690,2450,31,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,91,85,59,42,76,97,2050,32000,1690,2570,30,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,87,80,47,38,58,96,1800,28100,1500,2240,31,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,86,86,65,42,66,97,2070,32200,1700,2500,29,9.3
2019-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,94,91,71,43,84,98,2430,38000,1970,2900,29,7.2
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,85,85,58,45,73,96,2090,34800,1700,2500,32,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,86,86,63,45,72,97,2220,39000,1800,2690,30,6.9
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,91,91,69,45,82,99,2500,39000,2060,3000,30,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,89,85,61,42,67,97,2000,31200,1650,2440,30,8.5
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,92,81,52,40,74,97,1990,31100,1600,2400,34,8.6
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,92,90,69,41,81,99,2200,34300,1800,2730,28,8.6
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,89,87,60,43,74,96,1990,31000,1650,2400,29,9.7
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,92,88,59,41,79,97,2000,31300,1700,2450,31,8.5
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,92,85,61,41,78,98,2100,32800,1700,2580,31,8.6
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,88,76,48,40,60,95,1800,28100,1460,2220,34,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,89,76,45,39,66,97,1800,28100,1500,2100,22,9.9
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,91,81,53,43,71,98,1900,29600,1600,2260,22,9.3
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,93,82,52,40,83,98,1960,30500,1640,2320,23,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,96,92,69,42,90,99,2370,36900,2000,2800,19,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,91,88,58,40,75,98,2000,33800,1720,2340,21,7.2
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,94,90,70,45,87,99,2280,35500,1900,2670,20,8.6
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,94,90,63,42,79,99,2100,36900,1800,2500,19,6.9
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,95,92,75,44,88,99,2370,36900,2000,2800,21,7.8
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,95,92,74,44,89,99,2300,35900,1950,2700,20,8.5
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,94,87,62,44,85,99,2100,32800,1780,2500,20,8.6
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,94,89,61,42,85,98,2020,31500,1750,2440,23,8.5
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,91,82,54,44,73,98,1950,30400,1600,2290,20,8.6
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",86,78,52,37,58,94,1840,28700,1500,2220,28,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",87,90,64,37,58,97,1930,32100,1630,2200,35,7.2
