Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine ciblé,Domaine,Code de la discipline,Discipline,Code du secteur disciplinaire,Secteur disciplinaire,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Taux de chômage national
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,92,97,79,52,55,98,2000,31200,ns,ns,39,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,90,93,68,51,57,98,2000,31200,ns,ns,27,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,90,94,80,53,74,98,2500,39000,1740,3200,29,9.9
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,90,95,81,58,74,98,2370,36900,1870,2670,31,9.3
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,87,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,90,96,84,64,45,98,2400,37400,1950,2710,28,9.3
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,88,99,74,60,50,96,2170,33800,1750,2650,26,10.1
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_05,Pharmacie,89,98,87,61,75,97,2400,37400,2060,2820,23,8.6
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,93,80,45,42,77,89,1640,25600,1400,1950,30,9.9
2017-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,92,84,40,45,67,87,1620,25200,1400,1900,39,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,91,78,38,41,69,85,1700,26500,1440,2050,34,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,93,83,45,41,74,86,1650,25700,1400,1900,30,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,88,79,42,43,66,86,1600,25000,1310,1850,30,9.3
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,92,77,37,41,71,80,1700,28100,1430,1950,32,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,90,76,36,43,67,86,1600,26800,1480,1880,31,7.2
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,93,87,48,45,78,91,1800,28100,1500,2200,39,7.8
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,89,73,37,51,63,80,1500,23400,1300,1800,26,10.1
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_06,Sciences et techniques des activités physiques et sportives,89,79,36,39,66,85,1500,23400,1330,1800,36,8.6
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,94,92,59,52,71,94,1810,28200,1540,2080,23,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,94,96,62,48,75,95,1940,30200,1600,2250,24,9.9
2017-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,88,92,76,58,51,99,1850,28900,1540,2020,37,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,91,98,62,43,69,98,1900,29600,1650,2200,26,9.9
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,87,93,67,57,56,97,1920,30400,ns,ns,28,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,90,90,64,60,66,100,1850,28900,ns,ns,31,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,87,94,74,57,53,96,1830,28600,ns,ns,32,8.5
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,91,97,73,32,82,99,2000,31200,1800,2380,35,8.6
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,90,92,58,45,70,98,1940,30200,1590,2150,40,7.8
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,91,95,68,55,74,94,1870,29100,1630,2230,29,9.7
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,91,94,66,41,63,98,1800,28100,1600,2100,31,8.6
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_07,Pluridisciplinaire sciences,87,93,63,49,59,96,1730,27000,1590,2070,28,8.6
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_08,Pluridisciplinaire sciences fondamentales et applications,94,97,86,48,76,98,2180,34000,1910,2400,29,7.8
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_08,Pluridisciplinaire sciences fondamentales et applications,85,95,84,55,85,98,2280,37200,2000,2500,30,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_08,Pluridisciplinaire sciences fondamentales et applications,96,97,85,54,88,100,2330,36300,2080,2760,23,6.9
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_08,Pluridisciplinaire sciences fondamentales et applications,96,97,85,55,89,100,2350,36700,2080,2710,24,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_08,Pluridisciplinaire sciences fondamentales et applications,90,ns,ns,ns,ns,ns,ns,ns,ns,ns,34,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications",STS,1,"Sciences, technologies et santé",disc17,"Autres sciences, technologies et santé",disc17_08,Pluridisciplinaire sciences fondamentales et applications,94,97,95,23,89,99,2500,39000,2250,2680,26,7.8
2013-01-01,MASTER ENS,30 mois après le diplôme,femmes et hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,94,86,24,90,92,1730,26900,1650,1850,40,9.9
2017-01-01,MASTER ENS,18 mois après le diplôme,femmes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,95,88,20,89,94,1700,26500,1600,1850,16,7.8
2018-01-01,MASTER ENS,18 mois après le diplôme,femmes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,93,86,20,86,92,1700,26500,1600,1850,19,7.8
2020-01-01,MASTER ENS,30 mois après le diplôme,hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,97,92,83,38,80,93,2000,31200,1800,2200,20,6.9
2020-01-01,MASTER ENS,30 mois après le diplôme,femmes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,94,84,23,87,94,1930,30000,1800,2100,22,6.9
2020-01-01,MASTER ENS,30 mois après le diplôme,femmes et hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,93,84,27,85,93,1950,30400,1800,2100,22,6.9
2016-01-01,MASTER ENS,18 mois après le diplôme,hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,99,94,90,37,90,95,1800,28100,1700,2000,16,8.5
2016-01-01,MASTER ENS,18 mois après le diplôme,femmes et hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,99,94,90,24,91,94,1790,27900,1700,1900,16,8.5
2016-01-01,MASTER ENS,30 mois après le diplôme,femmes et hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,95,89,24,92,93,1800,28100,1750,1960,16,8.5
2016-01-01,MASTER ENS,30 mois après le diplôme,femmes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,95,89,20,92,93,1800,28100,1740,1900,15,8.5
2016-01-01,MASTER ENS,30 mois après le diplôme,hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,98,94,90,37,91,95,1900,29600,1790,2050,16,8.5
2011-01-01,MASTER ENS,30 mois après le diplôme,femmes et hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,97,88,76,29,81,90,1700,26500,1600,1800,29,9.7
2012-01-01,MASTER ENS,18 mois après le diplôme,femmes et hommes,Masters enseignement>Masters enseignement>Masters enseignement,MEEF,0,Masters enseignement,disc18,Masters enseignement,disc18,Masters enseignement,97,87,79,29,80,88,1700,26500,1600,1790,38,10.1
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,91,88,57,33,67,97,2000,33500,1650,2300,37,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,99,83,49,24,58,94,1840,32400,ns,ns,24,6.9
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,92,86,59,42,75,99,2000,31200,1620,2470,31,8.6
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,82,72,41,52,52,93,1700,26500,1420,2000,36,10.1
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,88,86,55,42,61,97,1920,29900,1590,2400,31,8.6
2012-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",84,ns,ns,64,72,ns,ns,ns,ns,ns,26,10.1
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",87,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,8.5
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",89,81,57,12,60,95,2000,31200,1700,2210,49,7.8
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",88,90,60,13,72,98,ns,32800,ns,ns,46,7.2
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",88,63,39,6,57,99,1800,28100,1500,2060,46,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",91,75,60,7,75,96,2010,31400,ns,ns,26,8.5
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",95,77,66,7,87,98,2300,35900,ns,ns,26,8.5
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,92,75,51,18,68,99,2000,31200,1600,2270,18,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,95,88,59,18,87,99,2110,32900,1770,2490,18,9.9
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,97,82,55,23,84,98,2100,32800,1650,2410,18,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,93,82,60,30,72,98,2000,31200,1640,2410,21,9.3
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,96,85,62,30,84,98,2220,34600,1800,2700,21,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,93,83,64,36,74,98,2100,32800,1750,2530,23,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,92,85,58,51,80,98,2170,33800,ns,ns,34,6.9
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,90,95,78,41,69,97,2170,33800,ns,ns,25,6.9
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,91,90,69,45,74,98,2170,33800,1830,2880,29,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,94,92,73,49,76,99,2200,34300,1650,2700,23,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,92,90,64,38,77,99,2020,31400,1600,2520,23,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,97,91,67,44,87,99,2280,35500,1800,2710,24,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",82,65,42,45,54,82,1520,23700,1300,1840,39,9.3
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",81,74,46,47,60,83,1700,26500,1400,2100,38,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",85,77,44,45,70,86,1730,27000,1450,2100,43,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",84,75,43,46,58,85,1650,25700,1400,2000,42,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",83,65,41,45,54,82,1520,23700,1290,1800,39,9.3
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",83,77,49,46,68,87,1800,28100,1450,2240,42,7.8
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,80,70,39,42,48,75,1500,23400,1250,1800,42,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,77,70,39,39,54,68,1500,23400,1320,2000,45,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,82,73,42,39,59,79,1630,25400,1400,2000,34,7.2
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,76,68,41,39,58,73,1690,25400,1300,1900,34,7.2
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,80,66,37,40,53,71,1600,25700,1300,1810,41,7.2
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,82,65,35,41,50,71,1540,25800,1300,1800,45,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,85,73,42,33,57,77,1600,27000,1380,1910,39,6.9
